QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote
USNSF.90SCIENCE.Q092,Agree,35,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,09/30/1990,10/31/1990,N,national adult,2005,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.90SCIENCE.Q092,Disagree,45,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,09/30/1990,10/31/1990,N,national adult,2005,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.90SCIENCE.Q092,Strongly disagree,8,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,09/30/1990,10/31/1990,N,national adult,2005,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.90SCIENCE.Q092,Don't know,8,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,09/30/1990,10/31/1990,N,national adult,2005,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.92SCIENCE.Q092,Strongly agree,5,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,11/30/1992,02/28/2003,N,national adult,1995,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.92SCIENCE.Q092,Agree,34,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,11/30/1992,02/28/2003,N,national adult,1995,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.92SCIENCE.Q092,Disagree,48,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,11/30/1992,02/28/2003,N,national adult,1995,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.92SCIENCE.Q092,Strongly disagree,7,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,11/30/1992,02/28/2003,N,national adult,1995,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.92SCIENCE.Q092,Don't know,6,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"Public Opinion Laboratory, Northern Illinois University",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,11/30/1992,02/28/2003,N,national adult,1995,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.95SCIENCE.Q092,Strongly agree,6,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,Market Facts,National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1995,05/31/1995,N,national adult,2006,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.95SCIENCE.Q092,Agree,35,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,Market Facts,National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1995,05/31/1995,N,national adult,2006,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.95SCIENCE.Q092,Disagree,43,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,Market Facts,National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1995,05/31/1995,N,national adult,2006,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.95SCIENCE.Q092,Strongly disagree,7,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,Market Facts,National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1995,05/31/1995,N,national adult,2006,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.95SCIENCE.Q092,Don't know,9,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,Market Facts,National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1995,05/31/1995,N,national adult,2006,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNYT.042296.R69A,A lot,35,"How much blame for the loss of jobs in this country would you place on automation, computers and technology--a lot, some, or not much?",,,04/22/1996,New York Times,,New York Times Poll,12/03/1995,12/06/1995,Y,national adult,1265,telephone,"A second survey of 503 graduates of the class of 1970 of Bucknell University was conducted Dec. 1-19, 1995 and included the same questions. Those results are available from the Roper Center."
USNYT.042296.R69A,Some,39,"How much blame for the loss of jobs in this country would you place on automation, computers and technology--a lot, some, or not much?",,,04/22/1996,New York Times,,New York Times Poll,12/03/1995,12/06/1995,Y,national adult,1265,telephone,"A second survey of 503 graduates of the class of 1970 of Bucknell University was conducted Dec. 1-19, 1995 and included the same questions. Those results are available from the Roper Center."
USNYT.042296.R69A,Not much,22,"How much blame for the loss of jobs in this country would you place on automation, computers and technology--a lot, some, or not much?",,,04/22/1996,New York Times,,New York Times Poll,12/03/1995,12/06/1995,Y,national adult,1265,telephone,"A second survey of 503 graduates of the class of 1970 of Bucknell University was conducted Dec. 1-19, 1995 and included the same questions. Those results are available from the Roper Center."
USNYT.042296.R69A,None (vol.),1,"How much blame for the loss of jobs in this country would you place on automation, computers and technology--a lot, some, or not much?",,,04/22/1996,New York Times,,New York Times Poll,12/03/1995,12/06/1995,Y,national adult,1265,telephone,"A second survey of 503 graduates of the class of 1970 of Bucknell University was conducted Dec. 1-19, 1995 and included the same questions. Those results are available from the Roper Center."
USNYT.042296.R69A,Don't know/No answer,3,"How much blame for the loss of jobs in this country would you place on automation, computers and technology--a lot, some, or not much?",,,04/22/1996,New York Times,,New York Times Poll,12/03/1995,12/06/1995,Y,national adult,1265,telephone,"A second survey of 503 graduates of the class of 1970 of Bucknell University was conducted Dec. 1-19, 1995 and included the same questions. Those results are available from the Roper Center."
USNSF.97SCIENCE.Q092,Strongly agree,10,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",* = less than .5%.,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,05/31/1997,07/31/1997,N,national adult,2000,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.97SCIENCE.Q092,Agree,37,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",* = less than .5%.,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,05/31/1997,07/31/1997,N,national adult,2000,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.97SCIENCE.Q092,Disagree,39,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",* = less than .5%.,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,05/31/1997,07/31/1997,N,national adult,2000,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.97SCIENCE.Q092,Strongly disagree,8,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",* = less than .5%.,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,05/31/1997,07/31/1997,N,national adult,2000,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.97SCIENCE.Q092,Won't say,*,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",* = less than .5%.,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,05/31/1997,07/31/1997,N,national adult,2000,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.97SCIENCE.Q092,Don't know,7,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",* = less than .5%.,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,05/31/1997,07/31/1997,N,national adult,2000,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.99SCIENCE.Q092,Strongly agree,9,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1999,05/31/1999,N,national adult,1882,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.99SCIENCE.Q092,Agree,38,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1999,05/31/1999,N,national adult,1882,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.99SCIENCE.Q092,Disagree,39,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1999,05/31/1999,N,national adult,1882,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.99SCIENCE.Q092,Strongly disagree,6,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1999,05/31/1999,N,national adult,1882,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USNSF.99SCIENCE.Q092,Don't know,7,"In general, computers and factory automation will create more jobs than they will eliminate.  Do you strongly agree, agree, disagree, or strongly disagree?",,,03/31/2005,"National Opinion Research Center, University of Chicago",National Science Foundation,Public Attitudes Towards and Understanding of Science and Technology Trend Survey,03/31/1999,05/31/1999,N,national adult,1882,telephone,The principal investigators were Jon D. Miller and Linda Kimmel of Northwestern University.  Susan Carol Losh of Florida State University produced the cumulative trend data file from which these results came.
USPSRA.083006.R27C,Helped,46,"Overall, do you think...automation of jobs through new technology in the workplace has done more to help or hurt American workers? (If Necessary:) Has this done more to help or hurt American workers?",,,08/30/2006,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,06/20/2006,07/16/2006,Y,national adult with an oversample of ages 18-64,2003,telephone,The sample included a national sample of 1182 plus an oversample of 821 respondents ages 18-64.  Results are weighted to be representative of a national adult population.
USPSRA.083006.R27C,Hurt,42,"Overall, do you think...automation of jobs through new technology in the workplace has done more to help or hurt American workers? (If Necessary:) Has this done more to help or hurt American workers?",,,08/30/2006,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,06/20/2006,07/16/2006,Y,national adult with an oversample of ages 18-64,2003,telephone,The sample included a national sample of 1182 plus an oversample of 821 respondents ages 18-64.  Results are weighted to be representative of a national adult population.
USPSRA.083006.R27C,Not much effect (Vol.),2,"Overall, do you think...automation of jobs through new technology in the workplace has done more to help or hurt American workers? (If Necessary:) Has this done more to help or hurt American workers?",,,08/30/2006,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,06/20/2006,07/16/2006,Y,national adult with an oversample of ages 18-64,2003,telephone,The sample included a national sample of 1182 plus an oversample of 821 respondents ages 18-64.  Results are weighted to be representative of a national adult population.
USPSRA.083006.R27C,Don't know/Refused,10,"Overall, do you think...automation of jobs through new technology in the workplace has done more to help or hurt American workers? (If Necessary:) Has this done more to help or hurt American workers?",,,08/30/2006,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,06/20/2006,07/16/2006,Y,national adult with an oversample of ages 18-64,2003,telephone,The sample included a national sample of 1182 plus an oversample of 821 respondents ages 18-64.  Results are weighted to be representative of a national adult population.
USNORC.GSS08H.Q1228,Yes,16,"Have you heard of persons in your firm having their jobs replaced by computers, computerized equipment or other forms of automation in the past three years?",,"Asked of those ages 25-62 employed full time who use a computer at work (75% of those ages 25-62 employed full time, 33% of sample)",06/30/2009,"National Opinion Research Center, University of Chicago",,General Social Survey 2008,04/17/2008,09/13/2008,Y,national adult,2023,personal,Part of a continuing series of social indicators conducted since 1972.  The weight WTSALL was used for the responses presented here.  The study includes a national cross section of 2023 cases which is used here.  Also available is a re-interview panel of 1536 from the 2006 GSS.
USNORC.GSS08H.Q1228,No,84,"Have you heard of persons in your firm having their jobs replaced by computers, computerized equipment or other forms of automation in the past three years?",,"Asked of those ages 25-62 employed full time who use a computer at work (75% of those ages 25-62 employed full time, 33% of sample)",06/30/2009,"National Opinion Research Center, University of Chicago",,General Social Survey 2008,04/17/2008,09/13/2008,Y,national adult,2023,personal,Part of a continuing series of social indicators conducted since 1972.  The weight WTSALL was used for the responses presented here.  The study includes a national cross section of 2023 cases which is used here.  Also available is a re-interview panel of 1536 from the 2006 GSS.
USPSRA.100616.R07BF1,Help,42,"Overall, do you think...automation of jobs through new technology in the workplace has done more to help or hurt American workers?",,Asked of Form 1 half sample,10/06/2016,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Poll,05/25/2016,06/29/2016,Y,national adult,5006,telephone,"1253 respondents were interviewed on a landline telephone, and 3753 were interviewed on a cell phone, including 2301 who had no landline telephone."
USPSRA.100616.R07BF1,Hurt,50,"Overall, do you think...automation of jobs through new technology in the workplace has done more to help or hurt American workers?",,Asked of Form 1 half sample,10/06/2016,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Poll,05/25/2016,06/29/2016,Y,national adult,5006,telephone,"1253 respondents were interviewed on a landline telephone, and 3753 were interviewed on a cell phone, including 2301 who had no landline telephone."
USPSRA.100616.R07BF1,Not much effect (Vol.),2,"Overall, do you think...automation of jobs through new technology in the workplace has done more to help or hurt American workers?",,Asked of Form 1 half sample,10/06/2016,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Poll,05/25/2016,06/29/2016,Y,national adult,5006,telephone,"1253 respondents were interviewed on a landline telephone, and 3753 were interviewed on a cell phone, including 2301 who had no landline telephone."
USPSRA.100616.R07BF1,Don't know/Refused,5,"Overall, do you think...automation of jobs through new technology in the workplace has done more to help or hurt American workers?",,Asked of Form 1 half sample,10/06/2016,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Poll,05/25/2016,06/29/2016,Y,national adult,5006,telephone,"1253 respondents were interviewed on a landline telephone, and 3753 were interviewed on a cell phone, including 2301 who had no landline telephone."
USSRBI.012318P.R02E,Has done more to help my job or career,23,"(Thinking about your work life, has each of the following done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?)...Automation of jobs through new technology in the workplace",,Asked September 14-28 of those employed/unemployed and looking for work/discouraged worker,01/23/2018,Abt SRBI,Pew Research Center for the People & the Press,Pew Research Center's American Trends Panel Poll,08/08/2017,09/28/2017,Y,national adult,4573,online,"Interviews were conducted August 8-21 and September 14-28, 2017. The American Trends Panel (ATP), created by Pew Research Center, is a nationally representative panel of randomly selected US adults recruited from landline and cellphone random-digit-dial surveys. Panelists participate via monthly self-administered web surveys. Panelists who do not have Internet access are provided with a tablet and wireless Internet connection. The panel is being managed by Abt Associates."
USSRBI.012318P.R02E,Has done more to hurt my job or career,19,"(Thinking about your work life, has each of the following done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?)...Automation of jobs through new technology in the workplace",,Asked September 14-28 of those employed/unemployed and looking for work/discouraged worker,01/23/2018,Abt SRBI,Pew Research Center for the People & the Press,Pew Research Center's American Trends Panel Poll,08/08/2017,09/28/2017,Y,national adult,4573,online,"Interviews were conducted August 8-21 and September 14-28, 2017. The American Trends Panel (ATP), created by Pew Research Center, is a nationally representative panel of randomly selected US adults recruited from landline and cellphone random-digit-dial surveys. Panelists participate via monthly self-administered web surveys. Panelists who do not have Internet access are provided with a tablet and wireless Internet connection. The panel is being managed by Abt Associates."
USSRBI.012318P.R02E,Hasn't made much of a difference,57,"(Thinking about your work life, has each of the following done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?)...Automation of jobs through new technology in the workplace",,Asked September 14-28 of those employed/unemployed and looking for work/discouraged worker,01/23/2018,Abt SRBI,Pew Research Center for the People & the Press,Pew Research Center's American Trends Panel Poll,08/08/2017,09/28/2017,Y,national adult,4573,online,"Interviews were conducted August 8-21 and September 14-28, 2017. The American Trends Panel (ATP), created by Pew Research Center, is a nationally representative panel of randomly selected US adults recruited from landline and cellphone random-digit-dial surveys. Panelists participate via monthly self-administered web surveys. Panelists who do not have Internet access are provided with a tablet and wireless Internet connection. The panel is being managed by Abt Associates."
USSRBI.012318P.R02E,No answer,1,"(Thinking about your work life, has each of the following done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?)...Automation of jobs through new technology in the workplace",,Asked September 14-28 of those employed/unemployed and looking for work/discouraged worker,01/23/2018,Abt SRBI,Pew Research Center for the People & the Press,Pew Research Center's American Trends Panel Poll,08/08/2017,09/28/2017,Y,national adult,4573,online,"Interviews were conducted August 8-21 and September 14-28, 2017. The American Trends Panel (ATP), created by Pew Research Center, is a nationally representative panel of randomly selected US adults recruited from landline and cellphone random-digit-dial surveys. Panelists participate via monthly self-administered web surveys. Panelists who do not have Internet access are provided with a tablet and wireless Internet connection. The panel is being managed by Abt Associates."
USAP.102917N.R53,Helped a lot,13,"Overall, do you think the automation of jobs through new technology in the workplace has mostly helped American workers, has mostly hurt American workers, or has neither helped nor hurt them?...Helped a lot, helped a little, neither helped nor hurt, hurt a little, hurt a lot",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R53,Helped a little,20,"Overall, do you think the automation of jobs through new technology in the workplace has mostly helped American workers, has mostly hurt American workers, or has neither helped nor hurt them?...Helped a lot, helped a little, neither helped nor hurt, hurt a little, hurt a lot",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R53,Neither helped nor hurt,22,"Overall, do you think the automation of jobs through new technology in the workplace has mostly helped American workers, has mostly hurt American workers, or has neither helped nor hurt them?...Helped a lot, helped a little, neither helped nor hurt, hurt a little, hurt a lot",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R53,Hurt a little,30,"Overall, do you think the automation of jobs through new technology in the workplace has mostly helped American workers, has mostly hurt American workers, or has neither helped nor hurt them?...Helped a lot, helped a little, neither helped nor hurt, hurt a little, hurt a lot",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R53,Hurt a lot,14,"Overall, do you think the automation of jobs through new technology in the workplace has mostly helped American workers, has mostly hurt American workers, or has neither helped nor hurt them?...Helped a lot, helped a little, neither helped nor hurt, hurt a little, hurt a lot",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R53,Don't know,1,"Overall, do you think the automation of jobs through new technology in the workplace has mostly helped American workers, has mostly hurt American workers, or has neither helped nor hurt them?...Helped a lot, helped a little, neither helped nor hurt, hurt a little, hurt a lot",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R53,Refused,1,"Overall, do you think the automation of jobs through new technology in the workplace has mostly helped American workers, has mostly hurt American workers, or has neither helped nor hurt them?...Helped a lot, helped a little, neither helped nor hurt, hurt a little, hurt a lot",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54A,Extremely likely,14,"How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely...Dangerous jobs are safer",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
USAP.102917N.R54A,Very likely,34,"How likely do you think it is that each of the following has resulted from increased automation in factories?...Extremely likely, very likely, somewhat likely, not too likely, not at all likely...Dangerous jobs are safer",,,10/29/2017,AP-NORC Center for Public Affairs Research,Associated Press,Associated Press-NORC Automated Lives Survey,08/17/2017,08/21/2017,Y,national adult,1038,telephone and online,"861 respondents were interviewed online, and 177 by telephone. 
Interviews were conducted both online using a self-administered design and by telephone using live interviewers. All interviews were conducted among participants in AmeriSpeak, a probability-based panel designed to be representative of the national US adult population run by NORC at the University of Chicago. Panel participants without Internet access were interviewed via telephone by professional interviewers under the direction of NORC. NORC's AmeriSpeak Panel provides a representative panel of civilian, non-institutional adults (age 18 and over) living in the United States."
